id,phase,workstream,task,owner,priority,dependency,acceptance_evidence,gate,initial_status
CHK-0229,2,Observability,Implement replay divergence,Evidence,P0,OBS-010,Target exists as specified: Counter + record links. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0230,2,Observability,Implement stable ID collision,ORIGIN,P0,OBS-011,Target exists as specified: Zero-tolerance metric/page. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0231,2,Observability,Implement illegal lifecycle transition,ORIGIN,P0,OBS-012,Target exists as specified: Counter/reason/page threshold. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0232,2,Observability,Implement capsule funnel,ORIGIN,P1,OBS-013,Target exists as specified: Examine→atom→candidate→withdraw per dimension. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0233,2,Observability,"Audit, repair, and certify named zero reasons",ORIGIN,P1,OBS-014,"Current behavior is reproduced, gap is closed to: Complete per capsule/symbol. Before/after evidence and rollback are attached.",Phase 2 inventory closure,NOT_STARTED
CHK-0234,2,Observability,Implement producer epoch/lease,Platform,P0,OBS-015,Target exists as specified: Active/expiry/renew/rejection. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0235,2,Observability,Implement shadow contamination,Platform/SRE,P0,OBS-016,Target exists as specified: Continuous zero-tolerance metric. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0236,2,Observability,Implement manifest mismatch,All owners,P0,OBS-017,Target exists as specified: Exact tuple mismatch metric/page. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0237,2,Observability,"Audit, repair, and certify ledger append/fsync",SRE,P0,OBS-018,"Current behavior is reproduced, gap is closed to: Latency/failure/disk risk. Before/after evidence and rollback are attached.",Phase 2 inventory closure,NOT_STARTED
CHK-0238,2,Observability,"Audit, repair, and certify resource metrics",SRE,P1,OBS-019,"Current behavior is reproduced, gap is closed to: CPU/memory/FD/queue/disk bounded labels. Before/after evidence and rollback are attached.",Phase 2 inventory closure,NOT_STARTED
CHK-0239,2,Observability,"Audit, repair, and certify latency stages",SRE/owners,P1,OBS-020,"Current behavior is reproduced, gap is closed to: p50/p95/p99 full chain. Before/after evidence and rollback are attached.",Phase 2 inventory closure,NOT_STARTED
CHK-0240,2,Observability,"Audit, repair, and certify unknown orders",Execution,P0,OBS-021,"Current behavior is reproduced, gap is closed to: Count/age/page. Before/after evidence and rollback are attached.",Phase 2 inventory closure,NOT_STARTED
CHK-0241,2,Observability,Implement fill v3 quarantine,Execution,P0,OBS-022,Target exists as specified: Completeness/reason/age. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0242,2,Observability,"Audit, repair, and certify position reconciliation lag",Execution,P0,OBS-023,"Current behavior is reproduced, gap is closed to: Exact age/parity/page. Before/after evidence and rollback are attached.",Phase 2 inventory closure,NOT_STARTED
CHK-0243,2,Observability,"Audit, repair, and certify unprotected position duration",Execution,P0,OBS-024,"Current behavior is reproduced, gap is closed to: Zero-tolerance deadline. Before/after evidence and rollback are attached.",Phase 2 inventory closure,NOT_STARTED
CHK-0244,2,Observability,Implement emergency exits,Execution/Risk,P0,OBS-025,Target exists as specified: Trigger/tier/fills/residual/slippage/failure. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0245,2,Observability,Implement economic funnel/net EV,E10/Evidence,P1,OBS-026,Target exists as specified: Separate money/control/treatment metrics. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 2 inventory closure,NOT_STARTED
CHK-0246,6,Deployment & operations,Implement Immutable build artifact,Release,P0,OPS-001,Target exists as specified: Commit+artifact digest. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0247,6,Deployment & operations,Implement Signed activation manifest,Governance,P0,OPS-002,Target exists as specified: Separate deploy from authority. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0248,6,Deployment & operations,Implement Transport binding manifest,Platform,P0,OPS-003,Target exists as specified: File-ledger first; NATS optional. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0249,6,Deployment & operations,Implement Dedicated service definition,Operations,P0,OPS-004,Target exists as specified: Resource/ACL/env constraints. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0250,6,Deployment & operations,Implement Blue/green ORIGIN deployment,Operations,P1,OPS-005,Target exists as specified: Dark green before lease transfer. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0251,6,Deployment & operations,Implement Post-deploy replay smoke,Validation,P0,OPS-006,Target exists as specified: Known tape/output hash. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0252,6,Deployment & operations,Implement Authority rollback,Operations/Governance,P0,OPS-007,Target exists as specified: Revoke/fence/switch manifest. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0253,6,Deployment & operations,"Audit, repair, and certify Crash-loop handling",Operations,P0,OPS-008,"Current behavior is reproduced, gap is closed to: No automatic authority inheritance. Before/after evidence and rollback are attached.",Phase 6 inventory closure,NOT_STARTED
CHK-0254,6,Deployment & operations,Implement 26-hour ingress soak,SRE/Data,P0,OPS-009,Target exists as specified: Cross 24h forced lifetime. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0255,6,Deployment & operations,Implement Disaster recovery,SRE/Data,P1,OPS-010,Target exists as specified: Sealed ledger/checkpoint restore. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0256,6,Deployment & operations,"Audit, repair, and certify Data migration job",Data,P1,OPS-011,"Current behavior is reproduced, gap is closed to: Additive, one-shot scoped identity. Before/after evidence and rollback are attached.",Phase 6 inventory closure,NOT_STARTED
CHK-0257,6,Deployment & operations,Implement Runbook: ingress gap,Data Ops,P0,OPS-012,Target exists as specified: Route/book resync and entry block. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0258,6,Deployment & operations,Implement Runbook: unknown submit,Execution Ops,P0,OPS-013,Target exists as specified: Reconcile-before-retry. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0259,6,Deployment & operations,Implement Runbook: protection failure,Execution Ops,P0,OPS-014,Target exists as specified: Maker deadline→emergency reduction. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0260,6,Deployment & operations,Implement Runbook: producer split brain,Platform Ops,P0,OPS-015,Target exists as specified: Fence/revoke/investigate. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0261,6,Deployment & operations,Implement Runbook: rollback,Operations,P0,OPS-016,Target exists as specified: One-action scoped flow + open position handling. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0262,6,Deployment & operations,Implement Runbook: secret exposure,Security,P0,OPS-017,Target exists as specified: Rotate/purge/audit/redeploy. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0263,6,Deployment & operations,Implement Runbook: disk/ledger failure,SRE,P0,OPS-018,Target exists as specified: Stop entries before evidence loss. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 6 inventory closure,NOT_STARTED
CHK-0264,6,Deployment & operations,Resolve blocker for Operator ownership roster,Operations,P0,OPS-019,"Named owner supplies decision or evidence, updates the register, and proves: Named on-call/approvers/escalation. Dependent route remains fail-closed until then.",Phase 6 inventory closure,NOT_STARTED
CHK-0265,6,Deployment & operations,Resolve blocker for Audit retention periods,Governance/Legal,P1,OPS-020,"Named owner supplies decision or evidence, updates the register, and proves: Per raw/money/control/test artifact. Dependent route remains fail-closed until then.",Phase 6 inventory closure,NOT_STARTED
CHK-0266,4,Tests & evidence,Certify and attest 224-test falsification registry,Validation,P0,TST-001,Pinned implementation is independently verified against: Reset target status to NOT_RUN; extend critical 2026 cases. No unverified inherited behavior enters authority.,Phase 4 inventory closure,NOT_STARTED
CHK-0267,4,Tests & evidence,Implement Contract golden vectors,Contracts,P0,TST-002,Target exists as specified: Valid/invalid/per-language round trips. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0268,4,Tests & evidence,Implement Structure golden vectors,ORIGIN,P0,TST-003,Target exists as specified: Long/short exact fixtures for each type. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0269,4,Tests & evidence,Implement Property/mutation tests,ORIGIN,P0,TST-004,Target exists as specified: Prefix/restart/duplicate/mirror/null/identity. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0270,4,Tests & evidence,Implement Binance route certification,Data,P0,TST-005,"Target exists as specified: /public,/market,/private coverage tests. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 4 inventory closure,NOT_STARTED
CHK-0271,4,Tests & evidence,Implement Book chaos corpus,Data,P0,TST-006,Target exists as specified: Snapshot/gap/duplicate/reconnect cases. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0272,4,Tests & evidence,Implement Private/algo corpus,Execution,P0,TST-007,"Target exists as specified: Listen expiry, ALGO_UPDATE, restart/reconcile. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.",Phase 4 inventory closure,NOT_STARTED
CHK-0273,4,Tests & evidence,Implement Unknown-submit fault suite,Execution,P0,TST-008,Target exists as specified: 503/timeouts/query/adoption/retry. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0274,4,Tests & evidence,Implement Emergency-exit matrix,Execution/Risk,P0,TST-009,Target exists as specified: One-way/hedge/partial/stale/duplicate/disconnect. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0275,4,Tests & evidence,Implement Exact replay corpus,Validation,P0,TST-010,Target exists as specified: Seal receipt-timed golden ranges. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0276,4,Tests & evidence,"Audit, repair, and certify Approximate historical corpus",Evidence,P1,TST-011,"Current behavior is reproduced, gap is closed to: Label approximate; no exact certification. Before/after evidence and rollback are attached.",Phase 4 inventory closure,NOT_STARTED
CHK-0277,4,Tests & evidence,Implement Control/treatment paired corpus,Evidence,P1,TST-012,Target exists as specified: Same offsets + divergence classification. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0278,4,Tests & evidence,Implement Trial family ledger,Governance,P0,TST-013,Target exists as specified: Count failures/renames/slices/agents. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0279,4,Tests & evidence,Implement Locked historical OOS,Research,P1,TST-014,Target exists as specified: Chronological purged/embargoed holdout. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0280,4,Tests & evidence,Implement Prospective dark window,Research/SRE,P1,TST-015,Target exists as specified: Frozen manifest and zero authority. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0281,4,Tests & evidence,Resolve blocker for Power/sample calculation,Research/Risk,P0,TST-016,"Named owner supplies decision or evidence, updates the register, and proves: Pre-register before money evidence. Dependent route remains fail-closed until then.",Phase 4 inventory closure,NOT_STARTED
CHK-0282,4,Tests & evidence,Resolve blocker for Safety canary budget,Risk owner,P0,TST-017,"Named owner supplies decision or evidence, updates the register, and proves: Absolute loss/anomaly/emergency bounds. Dependent route remains fail-closed until then.",Phase 4 inventory closure,NOT_STARTED
CHK-0283,4,Tests & evidence,Resolve blocker for Economic gate thresholds,Research/Governance,P0,TST-018,"Named owner supplies decision or evidence, updates the register, and proves: Owner-ratified CI/PBO/DSR/multiplicity. Dependent route remains fail-closed until then.",Phase 4 inventory closure,NOT_STARTED
CHK-0284,4,Tests & evidence,Implement Release gate receipts,Governance,P1,TST-019,Target exists as specified: Machine-readable signed evidence per gate. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0285,4,Tests & evidence,Implement Legacy divergence taxonomy,Evidence,P1,TST-020,Target exists as specified: Per-event intentional/unexplained register. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0286,4,Tests & evidence,Implement Maker fill calibration,Execution research,P1,TST-021,Target exists as specified: Venue-confirmed queue/fill model calibration. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 4 inventory closure,NOT_STARTED
CHK-0287,4,Tests & evidence,"Audit, repair, and certify Cost/fee/funding model",E10/Research,P1,TST-022,"Current behavior is reproduced, gap is closed to: Actual account-tier facts + versioned scenarios. Before/after evidence and rollback are attached.",Phase 4 inventory closure,NOT_STARTED
CHK-0288,5,MCP & evidence UI,Certify and attest MCP core/tool catalog,Evidence,P2,MCP-001,Pinned implementation is independently verified against: Read-only evidence catalog. No unverified inherited behavior enters authority.,Phase 5 inventory closure,NOT_STARTED
CHK-0289,5,MCP & evidence UI,Resolve blocker for fill_lineage family,Evidence/Execution,P1,MCP-002,"Named owner supplies decision or evidence, updates the register, and proves: Enable only after strict v3 source/auth evidence. Dependent route remains fail-closed until then.",Phase 5 inventory closure,NOT_STARTED
CHK-0290,5,MCP & evidence UI,Resolve blocker for investigation family,Evidence,P1,MCP-003,"Named owner supplies decision or evidence, updates the register, and proves: Scoped direct read after auth verification. Dependent route remains fail-closed until then.",Phase 5 inventory closure,NOT_STARTED
CHK-0291,5,MCP & evidence UI,Resolve blocker for normalization family,Evidence/Data,P2,MCP-004,"Named owner supplies decision or evidence, updates the register, and proves: Expose v2/v3 provenance and nulls. Dependent route remains fail-closed until then.",Phase 5 inventory closure,NOT_STARTED
CHK-0292,5,MCP & evidence UI,Resolve blocker for runtime family,Evidence/SRE,P1,MCP-005,"Named owner supplies decision or evidence, updates the register, and proves: Source/deploy/runtime/authority separate status. Dependent route remains fail-closed until then.",Phase 5 inventory closure,NOT_STARTED
CHK-0293,5,MCP & evidence UI,Implement dual_edge family,Evidence,P1,MCP-006,Target exists as specified: Control/treatment/divergence read face. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 5 inventory closure,NOT_STARTED
CHK-0294,5,MCP & evidence UI,Register deferment and isolate scorecard family,Evidence,P2,MCP-007,"Deferred scope, rationale, owner, re-entry gate and dependency isolation are recorded; first-wave artifacts do not depend on it. Target: Population-labeled offline scorecard.",Phase 5 inventory closure,NOT_STARTED
CHK-0295,5,MCP & evidence UI,Resolve blocker for scorecard_live family,Evidence/E10,P1,MCP-008,"Named owner supplies decision or evidence, updates the register, and proves: Strict money-only v3 scorecard. Dependent route remains fail-closed until then.",Phase 5 inventory closure,NOT_STARTED
CHK-0296,5,MCP & evidence UI,Register deferment and isolate NATS bus status,Platform,P3,MCP-009,"Deferred scope, rationale, owner, re-entry gate and dependency isolation are recorded; first-wave artifacts do not depend on it. Target: Honest unavailable until bus certified.",Phase 5 inventory closure,NOT_STARTED
CHK-0297,5,MCP & evidence UI,"Audit, repair, and certify Prometheus-dependent tools",SRE/Evidence,P2,MCP-010,"Current behavior is reproduced, gap is closed to: Honest local fallback or certified metrics backend. Before/after evidence and rollback are attached.",Phase 5 inventory closure,NOT_STARTED
CHK-0298,5,MCP & evidence UI,Implement ORIGIN structure read face,ORIGIN/Evidence,P1,MCP-011,Target exists as specified: Clocks/identity/lifecycle/provenance. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 5 inventory closure,NOT_STARTED
CHK-0299,5,MCP & evidence UI,Implement ORIGIN lease/attestation read face,Platform/Evidence,P0,MCP-012,Target exists as specified: Exact authority and bundle evidence. Automated contract/permission/behavior checks pass; owner and artifact/evidence reference are recorded.,Phase 5 inventory closure,NOT_STARTED
CHK-0300,5,MCP & evidence UI,Certify and attest Money control verbs,Security,P0,MCP-013,Pinned implementation is independently verified against: Permanently absent from MCP. No unverified inherited behavior enters authority.,Phase 5 inventory closure,NOT_STARTED
CHK-0301,−1,Deprecations,Drain and retire Legacy E02 detector authority,Engine,P1,DEP-001,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Retire scope-by-scope after ORIGIN promotion' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0302,−1,Deprecations,Drain and retire Packet-hash/now-based structure IDs,ORIGIN,P0,DEP-002,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Replace with stable occurrence identity' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0303,−1,Deprecations,Drain and retire Generic swing alias,ORIGIN,P0,DEP-003,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Typed level registry only' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0304,−1,Deprecations,Drain and retire Boolean-only FVG fill,ORIGIN,P1,DEP-004,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Penetration lifecycle' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0305,−1,Deprecations,Drain and retire Large-candle OB shortcut,ORIGIN,P0,DEP-005,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Origin→displacement→BOS causal rule' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0306,−1,Deprecations,Drain and retire Opposite BOS relabeled CHOCH,ORIGIN,P0,DEP-006,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Protected-swing transition only' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0307,−1,Deprecations,Drain and retire Touch-as-fill simulation,Research,P0,DEP-007,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Queue uncertainty + venue confirmation' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0308,−1,Deprecations,Drain and retire Universal fill-rate >98% KPI,Evidence,P1,DEP-008,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Net EV/fill-quality objective' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0309,−1,Deprecations,Drain and retire Average-only <2bps slippage KPI,Evidence,P1,DEP-009,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'p50/p95/p99/worst by route' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0310,−1,Deprecations,Drain and retire Production dryrun/testnet/paper modes,Operations,P0,DEP-010,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'LIVE-only production; offline harness separate' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0311,−1,Deprecations,Drain and retire SNIPE-01 taker entries,Execution,P0,DEP-011,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Forbidden on ORIGIN routes' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0312,−1,Deprecations,Drain and retire Global semantic env flags,Config/Operations,P0,DEP-012,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Signed manifest selector only' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0313,−1,Deprecations,Drain and retire Global live.env export,Security,P0,DEP-013,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Per-service allowlist' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0314,−1,Deprecations,Drain and retire Duplicate/shadow executors,Execution,P0,DEP-014,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'One E09 authority; offline simulator only' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0315,−1,Deprecations,Drain and retire Direct model-to-execution,Architecture,P0,DEP-015,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'E07→E08→E09 only' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0316,−1,Deprecations,Drain and retire NATS as assumed deployed bus,Platform,P1,DEP-016,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Transport-neutral; certify before binding' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0317,−1,Deprecations,Drain and retire In-place fill.v2 tightening,Contracts,P0,DEP-017,"No active producer, consumer, credential, config, runbook or deployment depends on the item; retained evidence is archived and replacement 'Strict new fill.v3' is proven.",Phase −1 inventory closure,NOT_STARTED
CHK-0318,−1,Deprecations,Register deferment and isolate Online auto-tuning,Learning/Governance,P0,DEP-018,"Deferred scope, rationale, owner, re-entry gate and dependency isolation are recorded; first-wave artifacts do not depend on it. Target: Offline governed artifact only.",Phase −1 inventory closure,NOT_STARTED
CHK-0319,−1,Deprecations,Register deferment and isolate Multiple-entry initial canary,Risk/Research,P1,DEP-019,"Deferred scope, rationale, owner, re-entry gate and dependency isolation are recorded; first-wave artifacts do not depend on it. Target: Single entry first.",Phase −1 inventory closure,NOT_STARTED
CHK-0320,−1,Deprecations,Register deferment and isolate Hyperliquid first-wave certification,Execution,P2,DEP-020,"Deferred scope, rationale, owner, re-entry gate and dependency isolation are recorded; first-wave artifacts do not depend on it. Target: Binance first; separate later.",Phase −1 inventory closure,NOT_STARTED
CHK-0321,−1,Security,Rotate every MCP bearer token reported in source,Security,P0,SEC-002,Old credentials fail authentication; new values exist only in approved secret storage; rotation receipt and affected deployment restart are recorded.,G−1 Secure baseline,NOT_STARTED
CHK-0322,−1,Security,Purge literal credential material from active source and assess history exposure,Security/Repository owners,P0,Token rotation,Secret scan returns no active match; history-remediation decision and residual risk are documented without reproducing values.,G−1 Secure baseline,NOT_STARTED
CHK-0323,−1,Security,Replace stack-wide live.env export with per-service allowlists,Security/Operations,P0,secret_allowlist.v1,Captured process environments prove each service receives only approved names; ORIGIN receives no venue/account/write secret.,G−1 Secure baseline,NOT_STARTED
CHK-0324,−1,Baseline,"Freeze exact deployed source, artifacts, contract/config bytes, account lanes and current producer writers",Release/Operations,P0,Repository access + runtime inventory,"Signed baseline receipt contains commits, artifact hashes, manifests, process identities, effective environments, topic writer locks and account IDs.",G−1 Reproducible legacy,NOT_STARTED
CHK-0325,−1,Baseline,Seal representative raw-ledger ranges and current output ledgers,Data/Validation,P0,Raw ledger access,"Segments, offsets, checksums, receipt fidelity, market regimes and known money events are cataloged; restore test passes.",G−1 Reproducible legacy,NOT_STARTED
CHK-0326,−1,Baseline,Reproduce the frozen legacy engine from sealed input,Engine/Validation,P0,Frozen baseline + tapes,Repeated cold runs yield declared legacy output hashes or every nondeterminism is explicitly classified; no hidden source is used.,G−1 Reproducible legacy,NOT_STARTED
CHK-0327,−1,Authority,Name one authoritative producer and owner for every current money-path topic,Architecture/Operations,P0,Process/topic inventory,No topic has zero or multiple owners; writer-lock/runtime proof is attached; bypasses are listed and blocked.,G−1 Authority mapped,NOT_STARTED
CHK-0328,−1,Authority,Inventory every direct and indirect E02-to-money route,Architecture/Security,P0,Current deployment,Static call graph/config/topic ACL plus runtime trace proves all routes; undeclared routes are denied.,G−1 Authority mapped,NOT_STARTED
CHK-0329,−1,Configuration,Resolve Engine/Executor 1.37.0 manifest and limit-config drift,Contracts/Risk,P0,Pinned bundles,One bundle identity tuple and signed plane-local overlay rule are ratified; same version can no longer name different bytes silently.,G−1 Bundle truth,NOT_STARTED
CHK-0330,−1,Data ownership,Resolve owner and dependency for shadow.cf_trades,Data,P0,DTBNK audit,"Writer/migration and provenance are proven, or all first-wave dependencies are removed and schema is quarantined.",G−1 Data ownership,NOT_STARTED
CHK-0331,0,Contracts,Publish contract_bundle.manifest.v1 with byte-level hashes,Contracts,P0,Baseline bundle inventory,Every schema/config artifact is covered; same-version byte mutation fails CI and startup.,G0 Contract freeze,NOT_STARTED
CHK-0332,0,Contracts,Publish compatibility_manifest.v1 for every current/target contract pair,Contracts,P0,Contract catalog,"Reader/writer versions, transform, material-field rule, dual-publish window, rollback and retirement gate are machine-readable and tested.",G0 Contract freeze,NOT_STARTED
CHK-0333,0,Contracts,Implement strict fill.v3 without mutating fill.v2,Execution/Contracts,P0,fill.v2 audit,All money-critical fields are required; incomplete raw events quarantine; v1/v2/v3 dual-publish derives from one venue fact.,G0 Money truth,NOT_STARTED
CHK-0334,0,Contracts,Implement venue_account_event.v2 and raw evidence linkage,VGP/Contracts,P0,Private stream,"Account/order/fill/position/algo/disconnect events carry source session, sequence, clocks and raw digest; replay and reconciliation tests pass.",G0 Money truth,NOT_STARTED
CHK-0335,0,Contracts,Implement position_event.v2 quantity-conservation projection,Reconciler,P0,fill.v3 + account events,Every before+delta=after identity holds exactly; duplicate trades are idempotent; unknown state is explicit.,G0 Money truth,NOT_STARTED
CHK-0336,0,Contracts,Implement protection_event.v2 including Algo lifecycle,Execution,P0,Algo Service support,NEW/TRIGGERING/TRIGGERED/FINISHED and reject/expire/cancel states reconcile with positions and open algo orders.,G0 Money truth,NOT_STARTED
CHK-0337,0,Contracts,Implement outcome.v2 from strict reconciled facts,E10,P0,fill.v3 + position/account events,"Fees, rebates, funding, liquidation/ADL, emergency cost, MFE/MAE and net P&L reconcile; unresolved is null.",G0 Money truth,NOT_STARTED
CHK-0338,0,Identity,Implement stable identity library and canonical encoding,Contracts/ORIGIN,P0,Identity schema decision,Cross-language golden vectors match; geometry revision/restart/thread count do not change structure ID; collision tests pass.,G0 Identity,NOT_STARTED
CHK-0339,0,Authority,Implement producer lease with monotonically increasing fencing token,Platform,P0,Lease store/control-plane owner,Two-producer race accepts at most one; consumers reject stale/expired/revoked epochs across restart and clock skew.,G0 Single authority,NOT_STARTED
CHK-0340,0,Authority,"Separate E07 decision, E08 risk/reservation/authorization and E09 command contracts",Architecture/Risk/Execution,P0,decision/intent compatibility,No service writes another owner's state; E08 authorizes economics and E09 alone compiles venue mechanics.,G0 Boundary truth,NOT_STARTED
CHK-0341,0,Configuration,Replace semantic environment booleans with signed activation manifest,Release/Governance,P0,Target config schemas,Capsules/symbols/sides/timeframes/arms/build/contracts/config/risk scope resolve from one manifest; startup fails on mismatch.,G0 Manifest parity,NOT_STARTED
CHK-0342,0,Storage,Implement append/checkpoint/quarantine atomicity for file-ledger binding,Platform/Data,P0,Logical topics + checkpoint schema,Crash at every write boundary recovers without lost/duplicated semantic event; corrupt frame stops partition visibly.,G0 Durable evidence,NOT_STARTED
