id,layer,suite,criticality,gate,test,stimulus,required_result,evidence,initial_status
PF03,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,Order latency,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Decision→risk→venue acknowledgement latency is measured per route.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
PF04,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,Queue age gate,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Stale candidates cannot survive backlog and reach execution.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
PF05,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,Judge/consumer isolation,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Deterministic candidate service does not block on later intelligence consumers.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
PF06,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,Per-symbol queue isolation,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",One noisy symbol cannot evict another symbol’s candidate.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
PF07,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,Throttle slot cleanup,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Every terminal/suppressed path releases slot/watchdog/reservation exactly once.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
PF08,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,Dedupe-before-arm,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Suppressed duplicates consume no publish, slot, watchdog or risk capacity.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
PF09,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,Feed timeout budget,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Worst-case endpoint timeouts cannot exceed symbol freshness SLO.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
PF10,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,Burst capacity,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Quote/trade bursts preserve sequence and bounded memory without silent drops.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
PF11,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,Graceful degradation,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Optional feature loss blocks only dependent capsules and remains visible.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
PF12,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,Memory retention,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Bar/structure buffers stay bounded without changing semantic state unexpectedly.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
PF13,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,Restart recovery time,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Service reaches fully warm eligible state within registered SLO without premature trading.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
PF14,Inherited 224 falsification registry,Performance & backpressure,P1,G4/G6,Long soak/chaos,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Multi-day process survives reconnects, partial outages and restarts with zero unknown positions.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV01,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,Single runtime manifest,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Money capsules, sides, regimes, symbols and flags come from one attested source.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV02,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,Docs generated from manifest,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",README/topology/status cannot claim a lane live when runtime says shadow/dark.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV03,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,Default-off canary,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","New money cohort ships off, narrowing-only and cannot self-arm.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV04,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,Cross-key validation,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Stop/target/TTL/regime/size combinations satisfy all economic and risk invariants at load.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV05,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,Missing config fail-close,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Redis/file/env outage cannot silently load an economically different default policy.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV06,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,No hardcoded live knob,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Every behavior-changing value is versioned, typed and fingerprinted.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV07,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,Change diff and approval,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Promotion shows exact semantic config diff and human approval record.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV08,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,Rollback identity,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Rollback restores code/config/model-free calibration as one atomic version.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV09,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,Trial expiry,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",A stale research approval cannot remain money-active after its evidence window.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV10,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,Kill-switch semantics,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.","Armed state, sign, scope and recovery are property-tested and fail-safe.",Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV11,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,Shadow/money labels,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Every dashboard/API response names the plane; no LIVE title on shadow data.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV12,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,Source-claim labeling,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Commit test counts and performance remain CLAIMED until independently reproduced.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV13,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,Secrets and account separation,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Research/replay cannot access live write credentials; venue/account IDs stay explicit.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
GV14,Inherited 224 falsification registry,Governance & configuration,P0,G0/G9,No intelligence dependency,"Run the named adversarial/golden/property scenario against the pinned input, build, manifest and state.",Deterministic baseline route and scorecard run with all LLM/intelligence services absent.,Machine-readable result + logs/fixtures/output hashes + owner/reviewer signature,NOT_RUN
VRT-01,RC1 critical additions,Binance route and stream certification,P0,G1,Depth through /public,Execute the controlled depth through /public scenario with exact inputs and fault timing recorded.,"Depth events received, raw-persisted, parsed and sequenced; coverage READY.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-02,RC1 critical additions,Binance route and stream certification,P0,G1,"aggTrade, mark price and kline through /market","Execute the controlled aggtrade, mark price and kline through /market scenario with exact inputs and fault timing recorded.",Every required regular stream arrives with correct parser and independent health.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-03,RC1 critical additions,Binance route and stream certification,P0,G1,User events through /private,Execute the controlled user events through /private scenario with exact inputs and fault timing recorded.,"Order, fill, account, position and algo events arrive under the expected account/session.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-04,RC1 critical additions,Binance route and stream certification,P0,G1,Mark price requested through unrouted legacy connection,Execute the controlled mark price requested through unrouted legacy connection scenario with exact inputs and fault timing recorded.,Certification detects missing stream and refuses route; socket-open cannot pass.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-05,RC1 critical additions,Binance route and stream certification,P0,G1,Manifest route mismatch,Execute the controlled manifest route mismatch scenario with exact inputs and fault timing recorded.,Startup fails before READY and names stream/expected/actual route.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-06,RC1 critical additions,Binance route and stream certification,P0,G1,Public socket lives while required market stream is silent,Execute the controlled public socket lives while required market stream is silent scenario with exact inputs and fault timing recorded.,Feed becomes PARTIAL/DEGRADED and affected entries stop.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-07,RC1 critical additions,Binance route and stream certification,P0,G1,Private listen-key renewal failure,Execute the controlled private listen-key renewal failure scenario with exact inputs and fault timing recorded.,"Private state invalidates, key recreates and full account reconciliation completes before entry.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-08,RC1 critical additions,Binance route and stream certification,P0,G1,listenKeyExpired event,Execute the controlled listenkeyexpired event scenario with exact inputs and fault timing recorded.,"Immediate private-feed invalidity, entry stop and reconciliation.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-09,RC1 critical additions,Binance route and stream certification,P0,G1,Planned pre-24-hour handover,Execute the controlled planned pre-24-hour handover scenario with exact inputs and fault timing recorded.,Overlapping sessions deduplicate with zero required-stream gap.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-10,RC1 critical additions,Binance route and stream certification,P0,G1,Forced connection close at 24 hours,Execute the controlled forced connection close at 24 hours scenario with exact inputs and fault timing recorded.,Recovery produces no false READY interval or duplicate canonical fact.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-11,RC1 critical additions,Binance route and stream certification,P0,G1,Ping without correct pong behavior,Execute the controlled ping without correct pong behavior scenario with exact inputs and fault timing recorded.,Expected disconnect is detected; recovery and coverage evidence are correct.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-12,RC1 critical additions,Binance route and stream certification,P0,G1,Client control-message burst,Execute the controlled client control-message burst scenario with exact inputs and fault timing recorded.,Limiter prevents exceeding current 10 messages/s rule and exposes backpressure.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-13,RC1 critical additions,Binance route and stream certification,P0,G1,"1,024-stream boundary","Execute the controlled 1,024-stream boundary scenario with exact inputs and fault timing recorded.","Sharding honors capacity; 1,025th assignment is rejected/rebalanced before subscribe.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-14,RC1 critical additions,Binance route and stream certification,P0,G1,LIST_SUBSCRIPTIONS differs from manifest,Execute the controlled list_subscriptions differs from manifest scenario with exact inputs and fault timing recorded.,Connection health fails and exact missing/extra subscriptions are reported.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-15,RC1 critical additions,Binance route and stream certification,P0,G1,Required but event-driven illiquid stream has no events,Execute the controlled required but event-driven illiquid stream has no events scenario with exact inputs and fault timing recorded.,Transport/manifest health remains separate from market inactivity; no false stale rule.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
VRT-16,RC1 critical additions,Binance route and stream certification,P0,G1,Raw payload altered after persistence,Execute the controlled raw payload altered after persistence scenario with exact inputs and fault timing recorded.,Segment/hash verification fails and evidence is quarantined.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
BOK-01,RC1 critical additions,Local order-book sequence,P0,G1,Normal snapshot and buffered overlap,Execute the controlled normal snapshot and buffered overlap scenario with exact inputs and fault timing recorded.,First retained event satisfies U≤lastUpdateId≤u; exact book matches oracle.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
BOK-02,RC1 critical additions,Local order-book sequence,P0,G1,Buffered updates all precede snapshot,Execute the controlled buffered updates all precede snapshot scenario with exact inputs and fault timing recorded.,Old events discard; alignment waits for qualifying overlap.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
BOK-03,RC1 critical additions,Local order-book sequence,P0,G1,First retained event misses snapshot ID,Execute the controlled first retained event misses snapshot id scenario with exact inputs and fault timing recorded.,Book remains invalid and resnapshot occurs.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
BOK-04,RC1 critical additions,Local order-book sequence,P0,G1,Subsequent pu differs from previous u,Execute the controlled subsequent pu differs from previous u scenario with exact inputs and fault timing recorded.,"Immediate invalidation, no entry and controlled resnapshot.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
BOK-05,RC1 critical additions,Local order-book sequence,P0,G1,Duplicate depth update,Execute the controlled duplicate depth update scenario with exact inputs and fault timing recorded.,Final state and downstream output remain unchanged.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
BOK-06,RC1 critical additions,Local order-book sequence,P0,G1,Absolute quantity replacement,Execute the controlled absolute quantity replacement scenario with exact inputs and fault timing recorded.,"Level quantity is replaced, never incremented.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
BOK-07,RC1 critical additions,Local order-book sequence,P0,G1,Zero quantity deletion,Execute the controlled zero quantity deletion scenario with exact inputs and fault timing recorded.,Level is removed exactly.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
BOK-08,RC1 critical additions,Local order-book sequence,P0,G1,Delete absent level,Execute the controlled delete absent level scenario with exact inputs and fault timing recorded.,Accepted without corruption or fabricated negative quantity.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
BOK-09,RC1 critical additions,Local order-book sequence,P0,G1,Disconnect during snapshot bootstrap,Execute the controlled disconnect during snapshot bootstrap scenario with exact inputs and fault timing recorded.,No valid book revision publishes.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
BOK-10,RC1 critical additions,Local order-book sequence,P0,G1,Gap storm,Execute the controlled gap storm scenario with exact inputs and fault timing recorded.,Resnapshot/backoff remains bounded and no false-valid interval appears.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
BOK-11,RC1 critical additions,Local order-book sequence,P0,G1,RPI-incomplete public depth simulation,Execute the controlled rpi-incomplete public depth simulation scenario with exact inputs and fault timing recorded.,Evidence plane is labeled incomplete/approximate; no exact maker-fill claim.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
BOK-12,RC1 critical additions,Local order-book sequence,P0,G1,Tick/step metadata changes during book life,Execute the controlled tick/step metadata changes during book life scenario with exact inputs and fault timing recorded.,New revision gates semantic geometry before use; old/new ticks never mix.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-01,RC1 critical additions,"Contract, identity and authority",P0,G0,Validate every producer sample against declared schema,Execute the controlled validate every producer sample against declared schema scenario with exact inputs and fault timing recorded.,100% valid authoritative samples; invalids quarantine before topic append.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-02,RC1 critical additions,"Contract, identity and authority",P0,G0,Relay additive unknown fields,Execute the controlled relay additive unknown fields scenario with exact inputs and fault timing recorded.,Compatible fields preserve byte-semantic content end to end.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-03,RC1 critical additions,"Contract, identity and authority",P0,G0,Unsupported safety enum,Execute the controlled unsupported safety enum scenario with exact inputs and fault timing recorded.,Named rejection; no default/fallback.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-04,RC1 critical additions,"Contract, identity and authority",P0,G0,Same structure twice from identical input/config,Execute the controlled same structure twice from identical input/config scenario with exact inputs and fault timing recorded.,Identical structure ID and canonical bytes.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-05,RC1 critical additions,"Contract, identity and authority",P0,G0,Restart then regenerate occurrence,Execute the controlled restart then regenerate occurrence scenario with exact inputs and fault timing recorded.,Same identity and state sequence; no rearm.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-06,RC1 critical additions,"Contract, identity and authority",P0,G0,Geometry revision after confirmation,Execute the controlled geometry revision after confirmation scenario with exact inputs and fault timing recorded.,"Same structure ID, incremented state sequence and new transition ID.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-07,RC1 critical additions,"Contract, identity and authority",P0,G0,Trace atom through outcome,Execute the controlled trace atom through outcome scenario with exact inputs and fault timing recorded.,No missing parent; every authority boundary and cost source joins.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-08,RC1 critical additions,"Contract, identity and authority",P0,G0,Duplicate terminal events,Execute the controlled duplicate terminal events scenario with exact inputs and fault timing recorded.,Exactly one authoritative terminal projection; duplicate idempotent.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-09,RC1 critical additions,"Contract, identity and authority",P0,G0,Conflicting lane/arm IDs,Execute the controlled conflicting lane/arm ids scenario with exact inputs and fault timing recorded.,Fail closed and quarantine.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-10,RC1 critical additions,"Contract, identity and authority",P0,G0,Expired producer fencing token,Execute the controlled expired producer fencing token scenario with exact inputs and fault timing recorded.,Every authoritative consumer rejects.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-11,RC1 critical additions,"Contract, identity and authority",P0,G0,Two producers race for one scope,Execute the controlled two producers race for one scope scenario with exact inputs and fault timing recorded.,At most one active token/output accepted.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-12,RC1 critical additions,"Contract, identity and authority",P0,G0,Config bytes change without digest/version change,Execute the controlled config bytes change without digest/version change scenario with exact inputs and fault timing recorded.,Build/startup/test failure.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-13,RC1 critical additions,"Contract, identity and authority",P0,G0,fill.v3 omits account/instrument/side/effect/role/lineage,Execute the controlled fill.v3 omits account/instrument/side/effect/role/lineage scenario with exact inputs and fault timing recorded.,Schema rejection and raw quarantine; no money projection.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-14,RC1 critical additions,"Contract, identity and authority",P0,G0,fill.v2 record lacks strict fields,Execute the controlled fill.v2 record lacks strict fields scenario with exact inputs and fault timing recorded.,Preserved as v2 only; no fabricated v3 upgrade.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-15,RC1 critical additions,"Contract, identity and authority",P0,G0,Same 1.37.0 label with different manifest bytes,Execute the controlled same 1.37.0 label with different manifest bytes scenario with exact inputs and fault timing recorded.,Attestation distinguishes tuple and refuses false equality.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NCT-16,RC1 critical additions,"Contract, identity and authority",P0,G0,Trace ID changes,Execute the controlled trace id changes scenario with exact inputs and fault timing recorded.,Domain identities and canonical economic bytes remain unchanged.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-01,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Replay same raw log twice,Execute the controlled replay same raw log twice scenario with exact inputs and fault timing recorded.,"Byte-identical events, state and output hashes.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-02,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Cold versus warm replay,Execute the controlled cold versus warm replay scenario with exact inputs and fault timing recorded.,Identical outputs and final state.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-03,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Restart from every checkpoint class,Execute the controlled restart from every checkpoint class scenario with exact inputs and fault timing recorded.,Identical suffix output and no duplicate occurrence.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-04,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Prefix replay at many cut points,Execute the controlled prefix replay at many cut points scenario with exact inputs and fault timing recorded.,Full-run output prefix is identical through each watermark.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-05,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Append arbitrary future event,Execute the controlled append arbitrary future event scenario with exact inputs and fault timing recorded.,No prior confirmed event/ID/clock changes.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-06,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Mutate future candle high/low,Execute the controlled mutate future candle high/low scenario with exact inputs and fault timing recorded.,No earlier structure/candidate changes.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-07,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Centered fractal fixture,Execute the controlled centered fractal fixture scenario with exact inputs and fault timing recorded.,Available only after right radius closes; origin never becomes knowledge time.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-08,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Forming versus finalized candle,Execute the controlled forming versus finalized candle scenario with exact inputs and fault timing recorded.,Confirmed route never consumes forming state.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-09,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Same venue timestamp with different receipt order,Execute the controlled same venue timestamp with different receipt order scenario with exact inputs and fault timing recorded.,Recorded per-connection receipt/sequence law is preserved.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-10,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Late event,Execute the controlled late event scenario with exact inputs and fault timing recorded.,Same accept/quarantine/restate policy in live and replay; no backdated availability.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-11,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Duplicate event after reconnect,Execute the controlled duplicate event after reconnect scenario with exact inputs and fault timing recorded.,No duplicate state/atom/candidate.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-12,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Thread count changes,Execute the controlled thread count changes scenario with exact inputs and fault timing recorded.,Canonical output remains identical.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-13,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Map iteration randomized,Execute the controlled map iteration randomized scenario with exact inputs and fault timing recorded.,Output ordering and IDs remain identical.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-14,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Decimal boundary near tick,Execute the controlled decimal boundary near tick scenario with exact inputs and fault timing recorded.,Integer-tick result exact; float perturbation irrelevant.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-15,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Source lacks receive timestamp,Execute the controlled source lacks receive timestamp scenario with exact inputs and fault timing recorded.,Run is labeled approximate and cannot emit exact replay receipt.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-16,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Simulator assumptions change,Execute the controlled simulator assumptions change scenario with exact inputs and fault timing recorded.,Signal outputs unchanged; simulator identity/results change.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-17,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Host timezone and clock rollback,Execute the controlled host timezone and clock rollback scenario with exact inputs and fault timing recorded.,UTC semantics/TTL/IDs unchanged; monotonic latency remains valid.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
NRP-18,RC1 critical additions,Causal replay and determinism,P0,G1/G4,Checkpoint corruption,Execute the controlled checkpoint corruption scenario with exact inputs and fault timing recorded.,Detected before readiness; no partial state use.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-01,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,DC swing LONG golden vector,Execute the controlled dc swing long golden vector scenario with exact inputs and fault timing recorded.,"Exact extreme, frozen δ, confirmation and availability.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-02,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,DC swing SHORT mirror,Execute the controlled dc swing short mirror scenario with exact inputs and fault timing recorded.,Exact algebraic mirror and timing.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-03,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Bullish BOS continuation,Execute the controlled bullish bos continuation scenario with exact inputs and fault timing recorded.,Correct frozen continuation level and one occurrence.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-04,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Bearish BOS mirror,Execute the controlled bearish bos mirror scenario with exact inputs and fault timing recorded.,Correct mirrored occurrence.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-05,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Protected-low CHOCH,Execute the controlled protected-low choch scenario with exact inputs and fault timing recorded.,Transition only on active protected level; no opposite-BOS alias.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-06,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Pending protected swing promotion,Execute the controlled pending protected swing promotion scenario with exact inputs and fault timing recorded.,Promotes only at later continuation break under normative rule.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-07,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,FVG bullish/bearish formation,Execute the controlled fvg bullish/bearish formation scenario with exact inputs and fault timing recorded.,Exact tick zone and third-bar availability.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
